crate_root,kind,target,alias,package,local_path,optional,git,rev
driver/integration/esp32s31/embassy-wifi,dependencies,,embassy-net-owned,embassy-net,,true,https://github.com/ermacv/embassy.git,244b4a3b80cb2f8a02f17b698f0ef4614e5fc01d
driver/integration/esp32s31/embassy-wifi,dependencies,,embassy-net-compat,embassy-net,,true,,
driver/integration/esp32s31/embassy-wifi,dependencies,,embassy-sync,embassy-sync,,false,,
driver/integration/esp32s31/embassy-wifi,dependencies,,embassy-time,embassy-time,,false,,
driver/integration/esp32s31/embassy-wifi,dependencies,,esp-hal,esp-hal,,false,https://github.com/ermacv/esp-hal,81cd5c341f71f9d070b5d2b115d3ab2c7595a4df
driver/integration/esp32s31/embassy-wifi,dependencies,,log,log,,true,,
driver/integration/esp32s31/embassy-wifi,dependencies,,riscv,riscv,,true,,
driver/integration/esp32s31/embassy-wifi,dependencies,,open-esp-radio,open-esp-radio,driver/radio,false,,
driver/integration/esp32s31/embassy-wifi,dependencies,,open-esp-radio-esp32s31-wifi,open-esp-radio-esp32s31-wifi,driver/chips/esp32s31/wifi,false,,
driver/integration/esp32s31/embassy-wifi,dependencies,,open-esp-radio-esp32s31-hal,open-esp-radio-esp32s31-hal,driver/chips/esp32s31/hal,false,,
driver/integration/esp32s31/embassy-wifi,dependencies,,open-esp-radio-esp32s31-phy,open-esp-radio-esp32s31-phy,driver/chips/esp32s31/phy,false,,
driver/integration/esp32s31/embassy-wifi,dependencies,,open-esp-radio-esp32s31-platform-pac,open-esp-radio-esp32s31-platform-pac,driver/chips/esp32s31/platform-pac,true,,
driver/integration/esp32s31/embassy-wifi,dependencies,,open-esp-radio-esp32s31-wifi-ap,open-esp-radio-esp32s31-wifi-ap,driver/chips/esp32s31/wifi/ap,false,,
driver/integration/esp32s31/embassy-wifi,dependencies,,open-esp-radio-esp32s31-wifi-dma,open-esp-radio-esp32s31-wifi-dma,driver/chips/esp32s31/wifi/dma,false,,
driver/integration/esp32s31/embassy-wifi,dependencies,,open-esp-radio-esp32s31-wifi-mac,open-esp-radio-esp32s31-wifi-mac,driver/chips/esp32s31/wifi/mac,false,,
driver/integration/esp32s31/embassy-wifi,dependencies,,open-esp-radio-esp32s31-wifi-sta,open-esp-radio-esp32s31-wifi-sta,driver/chips/esp32s31/wifi/sta,false,,
driver/integration/esp32s31/embassy-wifi,dependencies,,open-esp-radio-embassy-net,open-esp-radio-embassy-net,driver/adapters/embassy-net,true,,
driver/integration/esp32s31/embassy-wifi,dependencies,,open-esp-radio-embassy-net-compat,open-esp-radio-embassy-net-compat,driver/adapters/embassy-net-compat,true,,
driver/integration/esp32s31/embassy-wifi,dependencies,,open-esp-radio-esp32s31-wifi-embassy,open-esp-radio-esp32s31-wifi-embassy,driver/adapters/embassy/esp32s31-wifi,false,,
driver/integration/esp32s31/embassy-wifi,dependencies,,open-esp-radio-esp32s31-wifi-embassy-compat,open-esp-radio-esp32s31-wifi-embassy-compat,driver/adapters/embassy/esp32s31-wifi-compat,true,,
driver/integration/esp32s31/embassy-wifi,dependencies,,open-esp-radio-esp32s31-wifi-esp-hal,open-esp-radio-esp32s31-wifi-esp-hal,driver/adapters/esp-hal/esp32s31-wifi,false,,
driver/integration/esp32s31/embassy-wifi,dependencies,,open-esp-radio-wifi-embassy,open-esp-radio-wifi-embassy,driver/adapters/embassy/wifi,false,,
driver/integration/esp32s31/embassy-wifi,dependencies,,open-esp-radio-ieee80211,open-esp-radio-ieee80211,driver/wifi/ieee80211,false,,
driver/integration/esp32s31/embassy-wifi,dependencies,,open-esp-radio-network,open-esp-radio-network,driver/common/network,false,,
driver/integration/esp32s31/embassy-wifi,dependencies,,open-esp-radio-wifi-ap,open-esp-radio-wifi-ap,driver/wifi/ap,false,,
driver/integration/esp32s31/embassy-wifi,dependencies,,open-esp-radio-wifi-softmac,open-esp-radio-wifi-softmac,driver/wifi/softmac,false,,
driver/integration/esp32s31/embassy-wifi,dependencies,,open-esp-radio-wifi-sta,open-esp-radio-wifi-sta,driver/wifi/sta,false,,
driver/integration/esp32s31/embassy-wifi,dependencies,,open-esp-radio-wpa2,open-esp-radio-wpa2,driver/wifi/wpa2,false,,
driver/integration/esp32s31/embassy-wifi,dependencies,,static_cell,static_cell,,false,,
driver/radio,dependencies,,embassy-futures,embassy-futures,,true,,
driver/radio,dependencies,,embassy-sync,embassy-sync,,true,,
driver/radio,dependencies,,open-esp-radio-ieee80211,open-esp-radio-ieee80211,driver/wifi/ieee80211,true,,
driver/radio,dependencies,,open-esp-radio-wifi-ap,open-esp-radio-wifi-ap,driver/wifi/ap,true,,
driver/radio,dependencies,,open-esp-radio-wifi-softmac,open-esp-radio-wifi-softmac,driver/wifi/softmac,true,,
driver/radio,dependencies,,open-esp-radio-wifi-sta,open-esp-radio-wifi-sta,driver/wifi/sta,true,,
driver/radio,dependencies,,open-esp-radio-wpa2,open-esp-radio-wpa2,driver/wifi/wpa2,true,,
driver/radio,dependencies,,open-esp-radio-wifi-embassy,open-esp-radio-wifi-embassy,driver/adapters/embassy/wifi,true,,
driver/wifi/ap,dependencies,,open-esp-radio-ieee80211,open-esp-radio-ieee80211,driver/wifi/ieee80211,false,,
driver/wifi/ap,dependencies,,open-esp-radio-wpa2,open-esp-radio-wpa2,driver/wifi/wpa2,false,,
driver/wifi/datapath,dependencies,,open-esp-radio-dma,open-esp-radio-dma,driver/common/dma,false,,
driver/wifi/datapath,dependencies,,open-esp-radio-network,open-esp-radio-network,driver/common/network,false,,
driver/wifi/softmac,dependencies,,open-esp-radio-ieee80211,open-esp-radio-ieee80211,driver/wifi/ieee80211,false,,
driver/wifi/softmac,dependencies,,zeroize,zeroize,,false,,
driver/wifi/sta,dependencies,,open-esp-radio-ieee80211,open-esp-radio-ieee80211,driver/wifi/ieee80211,false,,
driver/wifi/wpa2,dependencies,,aes,aes,,false,,
driver/wifi/wpa2,dependencies,,hmac,hmac,,false,,
driver/wifi/wpa2,dependencies,,pbkdf2,pbkdf2,,false,,
driver/wifi/wpa2,dependencies,,sha1,sha1,,false,,
driver/wifi/wpa2,dependencies,,zeroize,zeroize,,false,,
driver/wifi/wpa2,dev-dependencies,,embassy-futures,embassy-futures,,false,,
