path,bytes,lines,current_responsibility,file_kind,owning_manifest,package
hil/targets/esp32s31/telemetry/src/rx_evidence.rs,9340,279,embedded HIL composition,rust,hil/targets/esp32s31/telemetry/Cargo.toml,open-esp-radio-hil-esp32s31-telemetry
hil/targets/esp32s31/telemetry/src/rx_pipeline.rs,73641,1592,embedded HIL composition,rust,hil/targets/esp32s31/telemetry/Cargo.toml,open-esp-radio-hil-esp32s31-telemetry
hil/targets/esp32s31/telemetry/src/task_poll.rs,7253,232,embedded HIL composition,rust,hil/targets/esp32s31/telemetry/Cargo.toml,open-esp-radio-hil-esp32s31-telemetry
qualification/README.md,4436,97,readiness programs and documentation,documentation,,
qualification/targets/esp32s31/bluetooth-le.toml,28555,545,readiness programs and documentation,configuration-or-data,,
qualification/targets/esp32s31/ieee802154.toml,4988,132,readiness programs and documentation,configuration-or-data,,
qualification/targets/esp32s31/records/2026-07-31-driver-repo-he20-bidirectional.md,9778,173,historical qualification narrative,documentation,,
qualification/targets/esp32s31/records/2026-07-31-he20-dcm-connected.md,3543,98,historical qualification narrative,documentation,,
qualification/targets/esp32s31/records/2026-07-31-he20-dcm-ldpc-connected.md,2866,83,historical qualification narrative,documentation,,
qualification/targets/esp32s31/records/2026-07-31-vendor-oracle-transfer.md,2425,53,historical qualification narrative,documentation,,
qualification/targets/esp32s31/records/2026-08-02-esp32s31-pinned-rx-throughput.md,30275,544,historical qualification narrative,documentation,,
qualification/targets/esp32s31/records/2026-08-03-esp32s31-dual-core-rx.md,4572,95,historical qualification narrative,documentation,,
qualification/targets/esp32s31/records/2026-08-04-esp32s31-cold-scan-port.md,3627,69,historical qualification narrative,documentation,,
qualification/targets/esp32s31/records/2026-08-04-esp32s31-connected-epoch-transitions.md,3418,68,historical qualification narrative,documentation,,
qualification/targets/esp32s31/records/2026-08-04-esp32s31-connected-sta-port.md,3122,64,historical qualification narrative,documentation,,
qualification/targets/esp32s31/records/2026-08-04-esp32s31-he-rx-ampdu-containment.md,3625,85,historical qualification narrative,documentation,,
qualification/targets/esp32s31/records/2026-08-04-esp32s31-ht-rx-aggregation-metadata.md,3388,79,historical qualification narrative,documentation,,
qualification/targets/esp32s31/records/2026-08-04-esp32s31-interrupt-epoch.md,3300,64,historical qualification narrative,documentation,,
qualification/targets/esp32s31/records/2026-08-04-esp32s31-rx-s-mpdu-metadata.md,3479,81,historical qualification narrative,documentation,,
qualification/targets/esp32s31/records/2026-08-04-esp32s31-sta-join-port.md,2754,57,historical qualification narrative,documentation,,
qualification/targets/esp32s31/records/2026-08-04-esp32s31-sta-peer-port.md,3065,62,historical qualification narrative,documentation,,
qualification/targets/esp32s31/records/2026-08-04-esp32s31-station-ap-absence.md,3450,82,historical qualification narrative,documentation,,
qualification/targets/esp32s31/records/2026-08-04-esp32s31-station-ap-loss.md,2991,77,historical qualification narrative,documentation,,
qualification/targets/esp32s31/records/2026-08-04-esp32s31-station-reconnect.md,16057,283,historical qualification narrative,documentation,,
qualification/targets/esp32s31/records/2026-08-04-esp32s31-station-tx-fault.md,2556,68,historical qualification narrative,documentation,,
qualification/targets/esp32s31/records/2026-08-04-esp32s31-wpa2-port.md,2924,60,historical qualification narrative,documentation,,
qualification/targets/esp32s31/records/2026-08-06-esp32s31-network-regression.md,7741,152,historical qualification narrative,documentation,,
qualification/targets/esp32s31/records/2026-08-06-esp32s31-station-rx-fault.md,2814,71,historical qualification narrative,documentation,,
qualification/targets/esp32s31/records/2026-08-09-wifi-role-roundtrip.md,923,21,historical qualification narrative,documentation,,
qualification/targets/esp32s31/records/2026-08-10-esp32s31-rx-delivery-frontier.md,4381,87,historical qualification narrative,documentation,,
qualification/targets/esp32s31/records/2026-08-10-phy-parent-and-sta-lifecycle.md,1125,20,historical qualification narrative,documentation,,
qualification/targets/esp32s31/records/2026-08-10-stack-and-he20-regression.md,1596,27,historical qualification narrative,documentation,,
qualification/targets/esp32s31/records/2026-08-13-ht40-datapath-regression.md,6058,117,historical qualification narrative,documentation,,
qualification/targets/esp32s31/records/2026-08-17-esp32s31-ap-psram-stack-load.md,16362,310,historical qualification narrative,documentation,,
qualification/targets/esp32s31/records/2026-08-23-esp32s31-ap-tx-ba16-cutover.md,14034,271,historical qualification narrative,documentation,,
qualification/targets/esp32s31/records/2026-08-23-esp32s31-ap-tx-ceiling-analysis.md,9770,197,historical qualification narrative,documentation,,
qualification/targets/esp32s31/records/2026-08-24-esp32s31-ccmp-rx-fragmentation-frontier.md,3279,57,historical qualification narrative,documentation,,
qualification/targets/esp32s31/records/2026-08-24-esp32s31-ftm-requester-frontier.md,7147,103,historical qualification narrative,documentation,,
qualification/targets/esp32s31/records/2026-08-24-esp32s31-hardware-beacon-monitor-frontier.md,3369,69,historical qualification narrative,documentation,,
qualification/targets/esp32s31/records/2026-08-24-esp32s31-ht-duplicate-mcs32-frontier.md,5003,84,historical qualification narrative,documentation,,
qualification/targets/esp32s31/records/2026-08-25-esp32s31-ieee802154-back-to-back-ed.md,3749,85,historical qualification narrative,documentation,,
qualification/targets/esp32s31/records/2026-08-25-esp32s31-ieee802154-ed-event.md,3540,81,historical qualification narrative,documentation,,
qualification/targets/esp32s31/records/2026-08-25-esp32s31-ieee802154-event-status.md,3240,72,historical qualification narrative,documentation,,
qualification/targets/esp32s31/records/2026-08-25-esp32s31-ieee802154-generated-ed-done.md,2933,70,historical qualification narrative,documentation,,
qualification/targets/esp32s31/records/2026-08-26-esp32s31-sta-rx-degradation-investigation.md,125637,2127,historical qualification narrative,documentation,,
qualification/targets/esp32s31/records/2026-08-28-esp32s31-core0-rx-load-reduction.md,25302,496,historical qualification narrative,documentation,,
qualification/targets/esp32s31/records/2026-08-28-esp32s31-sta-tx-ceiling-analysis.md,10593,209,historical qualification narrative,documentation,,
qualification/targets/esp32s31/records/2026-08-29-esp32s31-sta-ap-current-state.md,26098,499,historical qualification narrative,documentation,,
qualification/targets/esp32s31/records/README.md,3498,46,historical qualification narrative,documentation,,
qualification/targets/esp32s31/wifi-sta.toml,6339,206,readiness programs and documentation,configuration-or-data,,
svd/README.md,10585,128,published register catalogs and bindings,documentation,,
svd/esp32s31-platform-radio-deps.svd,19957,554,published register catalogs and bindings,configuration-or-data,,
svd/esp32s31-radio.bindings.toml,933249,44517,published register catalogs and bindings,published-generated,,
svd/esp32s31-radio.svd,939134,23968,published register catalogs and bindings,published-generated,,
tools/README.md,2534,33,repository checks and launcher tests,documentation,,
tools/audit-cargo-metadata.sh,1923,58,repository checks and launcher tests,script,,
tools/audit-driver-architecture.sh,14408,409,repository checks and launcher tests,script,,
tools/audit-driver-safety.sh,10207,312,repository checks and launcher tests,script,,
tools/audit-source-only.sh,14458,388,repository checks and launcher tests,script,,
tools/blobray/Cargo.toml,2329,57,generic binary analysis engine and its contracts,cargo,tools/blobray/Cargo.toml,blobray
tools/blobray/README.md,13288,291,generic binary analysis engine and its contracts,documentation,tools/blobray/Cargo.toml,blobray
tools/blobray/addons/c/Cargo.toml,466,16,generic binary analysis engine and its contracts,cargo,tools/blobray/addons/c/Cargo.toml,open-radio-vendor-addon-c
tools/blobray/addons/c/README.md,640,14,generic binary analysis engine and its contracts,documentation,tools/blobray/addons/c/Cargo.toml,open-radio-vendor-addon-c
tools/blobray/addons/c/src/lib.rs,19648,618,generic binary analysis engine and its contracts,rust,tools/blobray/addons/c/Cargo.toml,open-radio-vendor-addon-c
tools/blobray/addons/esp-idf/Cargo.toml,457,16,generic binary analysis engine and its contracts,cargo,tools/blobray/addons/esp-idf/Cargo.toml,open-radio-vendor-addon-esp-idf
tools/blobray/addons/esp-idf/README.md,879,16,generic binary analysis engine and its contracts,documentation,tools/blobray/addons/esp-idf/Cargo.toml,open-radio-vendor-addon-esp-idf
tools/blobray/addons/esp-idf/src/bluetooth_controller.rs,19124,602,generic binary analysis engine and its contracts,rust,tools/blobray/addons/esp-idf/Cargo.toml,open-radio-vendor-addon-esp-idf
tools/blobray/addons/esp-idf/src/lib.rs,7791,223,generic binary analysis engine and its contracts,rust,tools/blobray/addons/esp-idf/Cargo.toml,open-radio-vendor-addon-esp-idf
tools/blobray/catalogs/neutral-embedded.toml,1113,36,generic binary analysis engine and its contracts,configuration-or-data,tools/blobray/Cargo.toml,blobray
tools/blobray/crates/analysis-model/Cargo.toml,445,17,generic binary analysis engine and its contracts,cargo,tools/blobray/crates/analysis-model/Cargo.toml,open-radio-vendor-analysis-model
tools/blobray/crates/analysis-model/README.md,314,7,generic binary analysis engine and its contracts,documentation,tools/blobray/crates/analysis-model/Cargo.toml,open-radio-vendor-analysis-model
tools/blobray/crates/analysis-model/src/ir/indexed_mmio.rs,16018,431,generic binary analysis engine and its contracts,rust,tools/blobray/crates/analysis-model/Cargo.toml,open-radio-vendor-analysis-model
tools/blobray/crates/analysis-model/src/ir/mod.rs,727,20,generic binary analysis engine and its contracts,rust,tools/blobray/crates/analysis-model/Cargo.toml,open-radio-vendor-analysis-model
tools/blobray/crates/analysis-model/src/ir/reference.rs,26073,748,generic binary analysis engine and its contracts,rust,tools/blobray/crates/analysis-model/Cargo.toml,open-radio-vendor-analysis-model
tools/blobray/crates/analysis-model/src/ir/reference/compaction.rs,24372,671,generic binary analysis engine and its contracts,rust,tools/blobray/crates/analysis-model/Cargo.toml,open-radio-vendor-analysis-model
tools/blobray/crates/analysis-model/src/ir/trace.rs,634,25,generic binary analysis engine and its contracts,rust,tools/blobray/crates/analysis-model/Cargo.toml,open-radio-vendor-analysis-model
tools/blobray/crates/analysis-model/src/ir/trace/events.rs,10622,368,generic binary analysis engine and its contracts,rust,tools/blobray/crates/analysis-model/Cargo.toml,open-radio-vendor-analysis-model
tools/blobray/crates/analysis-model/src/ir/trace/flow.rs,8300,243,generic binary analysis engine and its contracts,rust,tools/blobray/crates/analysis-model/Cargo.toml,open-radio-vendor-analysis-model
tools/blobray/crates/analysis-model/src/ir/trace/function.rs,13800,331,generic binary analysis engine and its contracts,rust,tools/blobray/crates/analysis-model/Cargo.toml,open-radio-vendor-analysis-model
tools/blobray/crates/analysis-model/src/ir/trace/tests.rs,1416,42,generic binary analysis engine and its contracts,rust,tools/blobray/crates/analysis-model/Cargo.toml,open-radio-vendor-analysis-model
tools/blobray/crates/analysis-model/src/ir/trace/validation.rs,24478,596,generic binary analysis engine and its contracts,rust,tools/blobray/crates/analysis-model/Cargo.toml,open-radio-vendor-analysis-model
tools/blobray/crates/analysis-model/src/ir/value/constructors.rs,15035,440,generic binary analysis engine and its contracts,rust,tools/blobray/crates/analysis-model/Cargo.toml,open-radio-vendor-analysis-model
tools/blobray/crates/analysis-model/src/ir/value/inspect.rs,40780,1085,generic binary analysis engine and its contracts,rust,tools/blobray/crates/analysis-model/Cargo.toml,open-radio-vendor-analysis-model
tools/blobray/crates/analysis-model/src/ir/value/mod.rs,12658,449,generic binary analysis engine and its contracts,rust,tools/blobray/crates/analysis-model/Cargo.toml,open-radio-vendor-analysis-model
tools/blobray/crates/analysis-model/src/ir/value/operations.rs,19444,561,generic binary analysis engine and its contracts,rust,tools/blobray/crates/analysis-model/Cargo.toml,open-radio-vendor-analysis-model
tools/blobray/crates/analysis-model/src/ir/value/rewrite.rs,20992,558,generic binary analysis engine and its contracts,rust,tools/blobray/crates/analysis-model/Cargo.toml,open-radio-vendor-analysis-model
tools/blobray/crates/analysis-model/src/lib.rs,1324,52,generic binary analysis engine and its contracts,rust,tools/blobray/crates/analysis-model/Cargo.toml,open-radio-vendor-analysis-model
tools/blobray/crates/analysis-model/src/mmio.rs,13858,442,generic binary analysis engine and its contracts,rust,tools/blobray/crates/analysis-model/Cargo.toml,open-radio-vendor-analysis-model
tools/blobray/crates/analysis-model/src/standard_runtime.rs,652,26,generic binary analysis engine and its contracts,rust,tools/blobray/crates/analysis-model/Cargo.toml,open-radio-vendor-analysis-model
tools/blobray/crates/backend-riscv/Cargo.toml,964,28,generic binary analysis engine and its contracts,cargo,tools/blobray/crates/backend-riscv/Cargo.toml,open-radio-vendor-backend-riscv
tools/blobray/crates/backend-riscv/README.md,447,9,generic binary analysis engine and its contracts,documentation,tools/blobray/crates/backend-riscv/Cargo.toml,open-radio-vendor-backend-riscv
tools/blobray/crates/backend-riscv/src/artifact/data_objects.rs,11568,298,generic binary analysis engine and its contracts,rust,tools/blobray/crates/backend-riscv/Cargo.toml,open-radio-vendor-backend-riscv
tools/blobray/crates/backend-riscv/src/artifact/debug.rs,6407,181,generic binary analysis engine and its contracts,rust,tools/blobray/crates/backend-riscv/Cargo.toml,open-radio-vendor-backend-riscv
tools/blobray/crates/backend-riscv/src/artifact/decode.rs,22998,618,generic binary analysis engine and its contracts,rust,tools/blobray/crates/backend-riscv/Cargo.toml,open-radio-vendor-backend-riscv
tools/blobray/crates/backend-riscv/src/artifact/function_body.rs,45442,1350,generic binary analysis engine and its contracts,rust,tools/blobray/crates/backend-riscv/Cargo.toml,open-radio-vendor-backend-riscv
tools/blobray/crates/backend-riscv/src/artifact/indexed_dispatch.rs,13803,361,generic binary analysis engine and its contracts,rust,tools/blobray/crates/backend-riscv/Cargo.toml,open-radio-vendor-backend-riscv
tools/blobray/crates/backend-riscv/src/artifact/inventory.rs,17550,446,generic binary analysis engine and its contracts,rust,tools/blobray/crates/backend-riscv/Cargo.toml,open-radio-vendor-backend-riscv
tools/blobray/crates/backend-riscv/src/artifact/mod.rs,2514,55,generic binary analysis engine and its contracts,rust,tools/blobray/crates/backend-riscv/Cargo.toml,open-radio-vendor-backend-riscv
tools/blobray/crates/backend-riscv/src/artifact/model.rs,17202,593,generic binary analysis engine and its contracts,rust,tools/blobray/crates/backend-riscv/Cargo.toml,open-radio-vendor-backend-riscv
tools/blobray/crates/backend-riscv/src/artifact/relocations.rs,5021,164,generic binary analysis engine and its contracts,rust,tools/blobray/crates/backend-riscv/Cargo.toml,open-radio-vendor-backend-riscv
tools/blobray/crates/backend-riscv/src/artifact/sections.rs,2168,59,generic binary analysis engine and its contracts,rust,tools/blobray/crates/backend-riscv/Cargo.toml,open-radio-vendor-backend-riscv
tools/blobray/crates/backend-riscv/src/artifact/symbols.rs,18755,497,generic binary analysis engine and its contracts,rust,tools/blobray/crates/backend-riscv/Cargo.toml,open-radio-vendor-backend-riscv
tools/blobray/crates/backend-riscv/src/artifact/tests.rs,29139,894,generic binary analysis engine and its contracts,rust,tools/blobray/crates/backend-riscv/Cargo.toml,open-radio-vendor-backend-riscv
tools/blobray/crates/backend-riscv/src/codegen/events.rs,2256,61,generic binary analysis engine and its contracts,rust,tools/blobray/crates/backend-riscv/Cargo.toml,open-radio-vendor-backend-riscv
tools/blobray/crates/backend-riscv/src/codegen/events/calls.rs,14493,362,generic binary analysis engine and its contracts,rust,tools/blobray/crates/backend-riscv/Cargo.toml,open-radio-vendor-backend-riscv
tools/blobray/crates/backend-riscv/src/codegen/events/memory.rs,8886,221,generic binary analysis engine and its contracts,rust,tools/blobray/crates/backend-riscv/Cargo.toml,open-radio-vendor-backend-riscv
tools/blobray/crates/backend-riscv/src/codegen/events/mmio.rs,4841,140,generic binary analysis engine and its contracts,rust,tools/blobray/crates/backend-riscv/Cargo.toml,open-radio-vendor-backend-riscv
tools/blobray/crates/backend-riscv/src/codegen/events/polls.rs,10523,263,generic binary analysis engine and its contracts,rust,tools/blobray/crates/backend-riscv/Cargo.toml,open-radio-vendor-backend-riscv
tools/blobray/crates/backend-riscv/src/codegen/flow.rs,3770,112,generic binary analysis engine and its contracts,rust,tools/blobray/crates/backend-riscv/Cargo.toml,open-radio-vendor-backend-riscv
tools/blobray/crates/backend-riscv/src/codegen/mod.rs,20921,573,generic binary analysis engine and its contracts,rust,tools/blobray/crates/backend-riscv/Cargo.toml,open-radio-vendor-backend-riscv
tools/blobray/crates/backend-riscv/src/codegen/tests/calls.rs,4751,139,generic binary analysis engine and its contracts,rust,tools/blobray/crates/backend-riscv/Cargo.toml,open-radio-vendor-backend-riscv
tools/blobray/crates/backend-riscv/src/codegen/tests/generation.rs,12226,343,generic binary analysis engine and its contracts,rust,tools/blobray/crates/backend-riscv/Cargo.toml,open-radio-vendor-backend-riscv
tools/blobray/crates/backend-riscv/src/codegen/tests/memory.rs,6527,193,generic binary analysis engine and its contracts,rust,tools/blobray/crates/backend-riscv/Cargo.toml,open-radio-vendor-backend-riscv
tools/blobray/crates/backend-riscv/src/codegen/tests/mod.rs,615,22,generic binary analysis engine and its contracts,rust,tools/blobray/crates/backend-riscv/Cargo.toml,open-radio-vendor-backend-riscv
tools/blobray/crates/backend-riscv/src/codegen/tests/polls.rs,3628,94,generic binary analysis engine and its contracts,rust,tools/blobray/crates/backend-riscv/Cargo.toml,open-radio-vendor-backend-riscv
tools/blobray/crates/backend-riscv/src/codegen/tests/value.rs,1977,68,generic binary analysis engine and its contracts,rust,tools/blobray/crates/backend-riscv/Cargo.toml,open-radio-vendor-backend-riscv
tools/blobray/crates/backend-riscv/src/codegen/value.rs,23002,606,generic binary analysis engine and its contracts,rust,tools/blobray/crates/backend-riscv/Cargo.toml,open-radio-vendor-backend-riscv
tools/blobray/crates/backend-riscv/src/direct_target_audit.rs,11526,336,generic binary analysis engine and its contracts,rust,tools/blobray/crates/backend-riscv/Cargo.toml,open-radio-vendor-backend-riscv
tools/blobray/crates/backend-riscv/src/execution/image.rs,2776,74,generic binary analysis engine and its contracts,rust,tools/blobray/crates/backend-riscv/Cargo.toml,open-radio-vendor-backend-riscv
tools/blobray/crates/backend-riscv/src/execution/image/access.rs,11439,291,generic binary analysis engine and its contracts,rust,tools/blobray/crates/backend-riscv/Cargo.toml,open-radio-vendor-backend-riscv
tools/blobray/crates/backend-riscv/src/execution/image/closure_identity.rs,11317,276,generic binary analysis engine and its contracts,rust,tools/blobray/crates/backend-riscv/Cargo.toml,open-radio-vendor-backend-riscv
tools/blobray/crates/backend-riscv/src/execution/image/coverage.rs,21906,492,generic binary analysis engine and its contracts,rust,tools/blobray/crates/backend-riscv/Cargo.toml,open-radio-vendor-backend-riscv
tools/blobray/crates/backend-riscv/src/execution/image/loader.rs,15884,393,generic binary analysis engine and its contracts,rust,tools/blobray/crates/backend-riscv/Cargo.toml,open-radio-vendor-backend-riscv
tools/blobray/crates/backend-riscv/src/execution/machine.rs,32922,905,generic binary analysis engine and its contracts,rust,tools/blobray/crates/backend-riscv/Cargo.toml,open-radio-vendor-backend-riscv
tools/blobray/crates/backend-riscv/src/execution/machine/events.rs,19682,503,generic binary analysis engine and its contracts,rust,tools/blobray/crates/backend-riscv/Cargo.toml,open-radio-vendor-backend-riscv
tools/blobray/crates/backend-riscv/src/execution/machine/memory.rs,12200,306,generic binary analysis engine and its contracts,rust,tools/blobray/crates/backend-riscv/Cargo.toml,open-radio-vendor-backend-riscv
tools/blobray/crates/backend-riscv/src/execution/machine/step.rs,33580,810,generic binary analysis engine and its contracts,rust,tools/blobray/crates/backend-riscv/Cargo.toml,open-radio-vendor-backend-riscv
tools/blobray/crates/backend-riscv/src/execution/mod.rs,1247,34,generic binary analysis engine and its contracts,rust,tools/blobray/crates/backend-riscv/Cargo.toml,open-radio-vendor-backend-riscv
tools/blobray/crates/backend-riscv/src/execution/model.rs,17318,516,generic binary analysis engine and its contracts,rust,tools/blobray/crates/backend-riscv/Cargo.toml,open-radio-vendor-backend-riscv
tools/blobray/crates/backend-riscv/src/execution/tests/calls.rs,31183,953,generic binary analysis engine and its contracts,rust,tools/blobray/crates/backend-riscv/Cargo.toml,open-radio-vendor-backend-riscv
tools/blobray/crates/backend-riscv/src/execution/tests/devices.rs,6362,222,generic binary analysis engine and its contracts,rust,tools/blobray/crates/backend-riscv/Cargo.toml,open-radio-vendor-backend-riscv
tools/blobray/crates/backend-riscv/src/execution/tests/image_and_control.rs,17021,513,generic binary analysis engine and its contracts,rust,tools/blobray/crates/backend-riscv/Cargo.toml,open-radio-vendor-backend-riscv
tools/blobray/crates/backend-riscv/src/execution/tests/memory.rs,16143,502,generic binary analysis engine and its contracts,rust,tools/blobray/crates/backend-riscv/Cargo.toml,open-radio-vendor-backend-riscv
tools/blobray/crates/backend-riscv/src/execution/tests/mod.rs,2656,86,generic binary analysis engine and its contracts,rust,tools/blobray/crates/backend-riscv/Cargo.toml,open-radio-vendor-backend-riscv
tools/blobray/crates/backend-riscv/src/execution/tests/services.rs,6496,198,generic binary analysis engine and its contracts,rust,tools/blobray/crates/backend-riscv/Cargo.toml,open-radio-vendor-backend-riscv
tools/blobray/crates/backend-riscv/src/execution/tests/session.rs,25415,733,generic binary analysis engine and its contracts,rust,tools/blobray/crates/backend-riscv/Cargo.toml,open-radio-vendor-backend-riscv
tools/blobray/crates/backend-riscv/src/interface_discovery/mod.rs,13371,330,generic binary analysis engine and its contracts,rust,tools/blobray/crates/backend-riscv/Cargo.toml,open-radio-vendor-backend-riscv
tools/blobray/crates/backend-riscv/src/interface_discovery/model.rs,6681,225,generic binary analysis engine and its contracts,rust,tools/blobray/crates/backend-riscv/Cargo.toml,open-radio-vendor-backend-riscv
tools/blobray/crates/backend-riscv/src/interface_discovery/state.rs,16222,498,generic binary analysis engine and its contracts,rust,tools/blobray/crates/backend-riscv/Cargo.toml,open-radio-vendor-backend-riscv
tools/blobray/crates/backend-riscv/src/interface_discovery/tests.rs,17364,553,generic binary analysis engine and its contracts,rust,tools/blobray/crates/backend-riscv/Cargo.toml,open-radio-vendor-backend-riscv
tools/blobray/crates/backend-riscv/src/lib.rs,3578,111,generic binary analysis engine and its contracts,rust,tools/blobray/crates/backend-riscv/Cargo.toml,open-radio-vendor-backend-riscv
tools/blobray/crates/backend-riscv/src/reference_analysis/flatten.rs,27016,630,generic binary analysis engine and its contracts,rust,tools/blobray/crates/backend-riscv/Cargo.toml,open-radio-vendor-backend-riscv
tools/blobray/crates/backend-riscv/src/reference_analysis/flow.rs,25744,676,generic binary analysis engine and its contracts,rust,tools/blobray/crates/backend-riscv/Cargo.toml,open-radio-vendor-backend-riscv
tools/blobray/crates/backend-riscv/src/reference_analysis/inline.rs,17840,482,generic binary analysis engine and its contracts,rust,tools/blobray/crates/backend-riscv/Cargo.toml,open-radio-vendor-backend-riscv
tools/blobray/crates/backend-riscv/src/reference_analysis/intrinsics.rs,3605,83,generic binary analysis engine and its contracts,rust,tools/blobray/crates/backend-riscv/Cargo.toml,open-radio-vendor-backend-riscv
tools/blobray/crates/backend-riscv/src/reference_analysis/mod.rs,11558,314,generic binary analysis engine and its contracts,rust,tools/blobray/crates/backend-riscv/Cargo.toml,open-radio-vendor-backend-riscv
tools/blobray/crates/backend-riscv/src/reference_analysis/resolver.rs,39968,1045,generic binary analysis engine and its contracts,rust,tools/blobray/crates/backend-riscv/Cargo.toml,open-radio-vendor-backend-riscv
tools/blobray/crates/backend-riscv/src/static_analysis/alu.rs,12753,284,generic binary analysis engine and its contracts,rust,tools/blobray/crates/backend-riscv/Cargo.toml,open-radio-vendor-backend-riscv
tools/blobray/crates/backend-riscv/src/static_analysis/calls.rs,40166,1057,generic binary analysis engine and its contracts,rust,tools/blobray/crates/backend-riscv/Cargo.toml,open-radio-vendor-backend-riscv
tools/blobray/crates/backend-riscv/src/static_analysis/context.rs,10671,311,generic binary analysis engine and its contracts,rust,tools/blobray/crates/backend-riscv/Cargo.toml,open-radio-vendor-backend-riscv
tools/blobray/crates/backend-riscv/src/static_analysis/memory.rs,29606,829,generic binary analysis engine and its contracts,rust,tools/blobray/crates/backend-riscv/Cargo.toml,open-radio-vendor-backend-riscv
tools/blobray/crates/backend-riscv/src/static_analysis/memory_access.rs,44382,973,generic binary analysis engine and its contracts,rust,tools/blobray/crates/backend-riscv/Cargo.toml,open-radio-vendor-backend-riscv
tools/blobray/crates/backend-riscv/src/static_analysis/mod.rs,50535,1256,generic binary analysis engine and its contracts,rust,tools/blobray/crates/backend-riscv/Cargo.toml,open-radio-vendor-backend-riscv
tools/blobray/crates/backend-riscv/src/static_analysis/poll.rs,9360,271,generic binary analysis engine and its contracts,rust,tools/blobray/crates/backend-riscv/Cargo.toml,open-radio-vendor-backend-riscv
tools/blobray/crates/backend-riscv/src/static_analysis/stack.rs,1944,59,generic binary analysis engine and its contracts,rust,tools/blobray/crates/backend-riscv/Cargo.toml,open-radio-vendor-backend-riscv
tools/blobray/crates/backend-riscv/src/static_analysis/state.rs,14558,350,generic binary analysis engine and its contracts,rust,tools/blobray/crates/backend-riscv/Cargo.toml,open-radio-vendor-backend-riscv
tools/blobray/crates/contracts/Cargo.toml,455,19,generic binary analysis engine and its contracts,cargo,tools/blobray/crates/contracts/Cargo.toml,open-radio-vendor-contracts
tools/blobray/crates/contracts/README.md,294,6,generic binary analysis engine and its contracts,documentation,tools/blobray/crates/contracts/Cargo.toml,open-radio-vendor-contracts
tools/blobray/crates/contracts/src/fact.rs,23257,734,generic binary analysis engine and its contracts,rust,tools/blobray/crates/contracts/Cargo.toml,open-radio-vendor-contracts
tools/blobray/crates/contracts/src/identity.rs,29011,906,generic binary analysis engine and its contracts,rust,tools/blobray/crates/contracts/Cargo.toml,open-radio-vendor-contracts
tools/blobray/crates/contracts/src/lib.rs,12621,423,generic binary analysis engine and its contracts,rust,tools/blobray/crates/contracts/Cargo.toml,open-radio-vendor-contracts
tools/blobray/crates/contracts/src/model_provider.rs,1363,36,generic binary analysis engine and its contracts,rust,tools/blobray/crates/contracts/Cargo.toml,open-radio-vendor-contracts
tools/blobray/crates/execution-model/Cargo.toml,431,16,generic binary analysis engine and its contracts,cargo,tools/blobray/crates/execution-model/Cargo.toml,open-radio-vendor-execution-model
tools/blobray/crates/execution-model/src/device.rs,3635,114,generic binary analysis engine and its contracts,rust,tools/blobray/crates/execution-model/Cargo.toml,open-radio-vendor-execution-model
tools/blobray/crates/execution-model/src/device/spec.rs,11670,346,generic binary analysis engine and its contracts,rust,tools/blobray/crates/execution-model/Cargo.toml,open-radio-vendor-execution-model
tools/blobray/crates/execution-model/src/device/standard.rs,10933,345,generic binary analysis engine and its contracts,rust,tools/blobray/crates/execution-model/Cargo.toml,open-radio-vendor-execution-model
tools/blobray/crates/execution-model/src/goal.rs,539,25,generic binary analysis engine and its contracts,rust,tools/blobray/crates/execution-model/Cargo.toml,open-radio-vendor-execution-model
tools/blobray/crates/execution-model/src/lib.rs,1643,67,generic binary analysis engine and its contracts,rust,tools/blobray/crates/execution-model/Cargo.toml,open-radio-vendor-execution-model
tools/blobray/crates/execution-model/src/service.rs,2637,104,generic binary analysis engine and its contracts,rust,tools/blobray/crates/execution-model/Cargo.toml,open-radio-vendor-execution-model
tools/blobray/crates/execution-model/src/table.rs,1839,64,generic binary analysis engine and its contracts,rust,tools/blobray/crates/execution-model/Cargo.toml,open-radio-vendor-execution-model
tools/blobray/crates/execution-model/src/tests.rs,1621,55,generic binary analysis engine and its contracts,rust,tools/blobray/crates/execution-model/Cargo.toml,open-radio-vendor-execution-model
tools/blobray/crates/register-model/Cargo.toml,678,22,generic binary analysis engine and its contracts,cargo,tools/blobray/crates/register-model/Cargo.toml,open-esp-radio-register-model
tools/blobray/crates/register-model/README.md,3270,55,generic binary analysis engine and its contracts,documentation,tools/blobray/crates/register-model/Cargo.toml,open-esp-radio-register-model
tools/blobray/crates/register-model/src/lib.rs,105266,2841,generic binary analysis engine and its contracts,rust,tools/blobray/crates/register-model/Cargo.toml,open-esp-radio-register-model
tools/blobray/crates/register-model/src/model_validation.rs,8188,247,generic binary analysis engine and its contracts,rust,tools/blobray/crates/register-model/Cargo.toml,open-esp-radio-register-model
tools/blobray/crates/register-model/src/pac_api.rs,87465,2271,generic binary analysis engine and its contracts,rust,tools/blobray/crates/register-model/Cargo.toml,open-esp-radio-register-model
tools/blobray/crates/register-model/src/pac_api_render.rs,85975,1915,generic binary analysis engine and its contracts,rust,tools/blobray/crates/register-model/Cargo.toml,open-esp-radio-register-model
