owner_package,owner_manifest,kind,target,alias,package,local_manifest,version,git,rev,optional
open-radio-vendor-chip-knowledge-esp32s31-rev0,verification/vendor/chips/esp32s31/blobray-provider/knowledge/Cargo.toml,dependencies,,open-radio-vendor-semantics,open-radio-vendor-semantics,tools/blobray/crates/semantics/Cargo.toml,,,,False
open-radio-vendor-chip-models-esp32s31-rev0,verification/vendor/chips/esp32s31/blobray-provider/models/Cargo.toml,dependencies,,open-radio-vendor-chip-knowledge-esp32s31-rev0,open-radio-vendor-chip-knowledge-esp32s31-rev0,verification/vendor/chips/esp32s31/blobray-provider/knowledge/Cargo.toml,,,,False
open-radio-vendor-chip-models-esp32s31-rev0,verification/vendor/chips/esp32s31/blobray-provider/models/Cargo.toml,dependencies,,open-radio-vendor-addon-c,open-radio-vendor-addon-c,tools/blobray/addons/c/Cargo.toml,,,,False
open-radio-vendor-chip-models-esp32s31-rev0,verification/vendor/chips/esp32s31/blobray-provider/models/Cargo.toml,dependencies,,open-radio-vendor-addon-esp-idf,open-radio-vendor-addon-esp-idf,tools/blobray/addons/esp-idf/Cargo.toml,,,,False
open-radio-vendor-chip-models-esp32s31-rev0,verification/vendor/chips/esp32s31/blobray-provider/models/Cargo.toml,dependencies,,open-radio-vendor-backend-riscv,open-radio-vendor-backend-riscv,tools/blobray/crates/backend-riscv/Cargo.toml,,,,False
open-radio-vendor-chip-models-esp32s31-rev0,verification/vendor/chips/esp32s31/blobray-provider/models/Cargo.toml,dependencies,,open-radio-vendor-chip-contracts-esp32s31-rev0,open-radio-vendor-chip-contracts-esp32s31-rev0,verification/vendor/chips/esp32s31/blobray-provider/contracts/Cargo.toml,,,,False
open-radio-vendor-chip-models-esp32s31-rev0,verification/vendor/chips/esp32s31/blobray-provider/models/Cargo.toml,dependencies,,open-radio-vendor-semantics,open-radio-vendor-semantics,tools/blobray/crates/semantics/Cargo.toml,,,,False
blobray-esp32s31,verification/vendor/targets/esp32s31/blobray-host/Cargo.toml,dependencies,,blobray,blobray,tools/blobray/Cargo.toml,,,,False
blobray-esp32s31,verification/vendor/targets/esp32s31/blobray-host/Cargo.toml,dependencies,,open-radio-vendor-chip-knowledge-esp32s31-rev0,open-radio-vendor-chip-knowledge-esp32s31-rev0,verification/vendor/chips/esp32s31/blobray-provider/knowledge/Cargo.toml,,,,False
blobray-esp32s31,verification/vendor/targets/esp32s31/blobray-host/Cargo.toml,dependencies,,open-radio-vendor-chip-models-esp32s31-rev0,open-radio-vendor-chip-models-esp32s31-rev0,verification/vendor/chips/esp32s31/blobray-provider/models/Cargo.toml,,,,False
blobray-esp32s31,verification/vendor/targets/esp32s31/blobray-host/Cargo.toml,dependencies,,open-radio-vendor-knowledge-esp32s31,open-radio-vendor-knowledge-esp32s31,verification/vendor/targets/esp32s31/blobray-provider/knowledge/Cargo.toml,,,,False
blobray-esp32s31,verification/vendor/targets/esp32s31/blobray-host/Cargo.toml,dependencies,,open-radio-vendor-models-esp32s31,open-radio-vendor-models-esp32s31,verification/vendor/targets/esp32s31/blobray-provider/models/Cargo.toml,,,,False
blobray-esp32s31,verification/vendor/targets/esp32s31/blobray-host/Cargo.toml,dependencies,,serde_json,serde_json,,=1.0.151,,,False
blobray-esp32s31,verification/vendor/targets/esp32s31/blobray-host/Cargo.toml,dev-dependencies,,toml_edit,toml_edit,,=0.25.13,,,False
open-radio-vendor-harness-esp32s31,verification/vendor/targets/esp32s31/blobray-provider/contracts/Cargo.toml,dependencies,,open-radio-vendor-contracts,open-radio-vendor-contracts,tools/blobray/crates/contracts/Cargo.toml,,,,False
open-radio-vendor-harness-esp32s31,verification/vendor/targets/esp32s31/blobray-provider/contracts/Cargo.toml,dependencies,,open-radio-vendor-chip-contracts-esp32s31-rev0,open-radio-vendor-chip-contracts-esp32s31-rev0,verification/vendor/chips/esp32s31/blobray-provider/contracts/Cargo.toml,,,,False
open-radio-vendor-knowledge-esp32s31,verification/vendor/targets/esp32s31/blobray-provider/knowledge/Cargo.toml,dependencies,,open-radio-vendor-backend-riscv,open-radio-vendor-backend-riscv,tools/blobray/crates/backend-riscv/Cargo.toml,,,,False
open-radio-vendor-knowledge-esp32s31,verification/vendor/targets/esp32s31/blobray-provider/knowledge/Cargo.toml,dependencies,,open-radio-vendor-harness-esp32s31,open-radio-vendor-harness-esp32s31,verification/vendor/targets/esp32s31/blobray-provider/contracts/Cargo.toml,,,,False
open-radio-vendor-knowledge-esp32s31,verification/vendor/targets/esp32s31/blobray-provider/knowledge/Cargo.toml,dependencies,,open-radio-vendor-semantics,open-radio-vendor-semantics,tools/blobray/crates/semantics/Cargo.toml,,,,False
open-radio-vendor-models-esp32s31,verification/vendor/targets/esp32s31/blobray-provider/models/Cargo.toml,dependencies,,open-radio-vendor-knowledge-esp32s31,open-radio-vendor-knowledge-esp32s31,verification/vendor/targets/esp32s31/blobray-provider/knowledge/Cargo.toml,,,,False
open-radio-vendor-models-esp32s31,verification/vendor/targets/esp32s31/blobray-provider/models/Cargo.toml,dependencies,,sha2,sha2,,=0.10.9,,,False
open-radio-vendor-models-esp32s31,verification/vendor/targets/esp32s31/blobray-provider/models/Cargo.toml,dependencies,,open-radio-vendor-backend-riscv,open-radio-vendor-backend-riscv,tools/blobray/crates/backend-riscv/Cargo.toml,,,,False
open-radio-vendor-models-esp32s31,verification/vendor/targets/esp32s31/blobray-provider/models/Cargo.toml,dependencies,,open-radio-vendor-chip-models-esp32s31-rev0,open-radio-vendor-chip-models-esp32s31-rev0,verification/vendor/chips/esp32s31/blobray-provider/models/Cargo.toml,,,,False
open-radio-vendor-models-esp32s31,verification/vendor/targets/esp32s31/blobray-provider/models/Cargo.toml,dependencies,,open-radio-vendor-execution-model,open-radio-vendor-execution-model,tools/blobray/crates/execution-model/Cargo.toml,,,,False
open-radio-vendor-models-esp32s31,verification/vendor/targets/esp32s31/blobray-provider/models/Cargo.toml,dependencies,,open-radio-vendor-harness-esp32s31,open-radio-vendor-harness-esp32s31,verification/vendor/targets/esp32s31/blobray-provider/contracts/Cargo.toml,,,,False
open-radio-vendor-models-esp32s31,verification/vendor/targets/esp32s31/blobray-provider/models/Cargo.toml,dependencies,,open-radio-vendor-semantics,open-radio-vendor-semantics,tools/blobray/crates/semantics/Cargo.toml,,,,False
open-esp-radio-verification-esp32s31-bluetooth-probes-elf,verification/vendor/targets/esp32s31/probes/bluetooth-elf/Cargo.toml,dependencies,,critical-section,critical-section,,1.2.0,,,False
open-esp-radio-verification-esp32s31-bluetooth-probes-elf,verification/vendor/targets/esp32s31/probes/bluetooth-elf/Cargo.toml,dependencies,,open-esp-radio-verification-esp32s31-bluetooth-probes,open-esp-radio-verification-esp32s31-bluetooth-probes,verification/vendor/targets/esp32s31/probes/bluetooth-library/Cargo.toml,,,,False
open-esp-radio-verification-esp32s31-bluetooth-probes,verification/vendor/targets/esp32s31/probes/bluetooth-library/Cargo.toml,dependencies,,open-esp-radio-esp32s31-bluetooth,open-esp-radio-esp32s31-bluetooth,,,,,False
open-esp-radio-verification-esp32s31-bluetooth-probes,verification/vendor/targets/esp32s31/probes/bluetooth-library/Cargo.toml,dependencies,,open-esp-radio-esp32s31-phy,open-esp-radio-esp32s31-phy,,,,,False
open-esp-radio-verification-esp32s31-probes-elf,verification/vendor/targets/esp32s31/probes/elf/Cargo.toml,dependencies,,open-esp-radio-verification-esp32s31-probes,open-esp-radio-verification-esp32s31-probes,verification/vendor/targets/esp32s31/probes/library/Cargo.toml,,,,False
open-esp-radio-verification-esp32s31-probes,verification/vendor/targets/esp32s31/probes/library/Cargo.toml,dependencies,,embassy-futures,embassy-futures,,,,,False
open-esp-radio-verification-esp32s31-probes,verification/vendor/targets/esp32s31/probes/library/Cargo.toml,dependencies,,embassy-sync,embassy-sync,,,,,False
open-esp-radio-verification-esp32s31-probes,verification/vendor/targets/esp32s31/probes/library/Cargo.toml,dependencies,,esp-hal,esp-hal,,,https://github.com/ermacv/esp-hal,81cd5c341f71f9d070b5d2b115d3ab2c7595a4df,False
open-esp-radio-verification-esp32s31-probes,verification/vendor/targets/esp32s31/probes/library/Cargo.toml,dependencies,,open-esp-radio-esp32s31-coex,open-esp-radio-esp32s31-coex,,,,,False
open-esp-radio-verification-esp32s31-probes,verification/vendor/targets/esp32s31/probes/library/Cargo.toml,dependencies,,open-esp-radio-dma,open-esp-radio-dma,,,,,False
open-esp-radio-verification-esp32s31-probes,verification/vendor/targets/esp32s31/probes/library/Cargo.toml,dependencies,,open-esp-radio-esp32s31-hal,open-esp-radio-esp32s31-hal,,,,,False
open-esp-radio-verification-esp32s31-probes,verification/vendor/targets/esp32s31/probes/library/Cargo.toml,dependencies,,open-esp-radio-esp32s31-pac,open-esp-radio-esp32s31-pac,,,,,False
open-esp-radio-verification-esp32s31-probes,verification/vendor/targets/esp32s31/probes/library/Cargo.toml,dependencies,,open-esp-radio-esp32s31-phy,open-esp-radio-esp32s31-phy,,,,,False
open-esp-radio-verification-esp32s31-probes,verification/vendor/targets/esp32s31/probes/library/Cargo.toml,dependencies,,open-esp-radio-esp32s31-wifi-mac,open-esp-radio-esp32s31-wifi-mac,,,,,False
open-esp-radio-verification-esp32s31-probes,verification/vendor/targets/esp32s31/probes/library/Cargo.toml,dependencies,,open-esp-radio-esp32s31-wifi,open-esp-radio-esp32s31-wifi,,,,,False
open-esp-radio-verification-esp32s31-probes,verification/vendor/targets/esp32s31/probes/library/Cargo.toml,dependencies,,open-esp-radio-esp32s31-wifi-dma,open-esp-radio-esp32s31-wifi-dma,,,,,False
open-esp-radio-verification-esp32s31-probes,verification/vendor/targets/esp32s31/probes/library/Cargo.toml,dependencies,,open-esp-radio-esp32s31-wifi-embassy,open-esp-radio-esp32s31-wifi-embassy,,,,,False
open-esp-radio-verification-esp32s31-probes,verification/vendor/targets/esp32s31/probes/library/Cargo.toml,dependencies,,open-esp-radio-wifi-softmac,open-esp-radio-wifi-softmac,,,,,False
open-esp-radio-verification-esp32s31-probes,verification/vendor/targets/esp32s31/probes/library/Cargo.toml,dependencies,,open-esp-radio-esp32s31-wifi-esp-hal,open-esp-radio-esp32s31-wifi-esp-hal,driver/adapters/esp-hal/esp32s31/ieee80211/Cargo.toml,,,,False
open-esp-radio-verification-esp32s31-register-probes-elf,verification/vendor/targets/esp32s31/probes/register-elf/Cargo.toml,dependencies,,open-esp-radio-verification-esp32s31-register-probes,open-esp-radio-verification-esp32s31-register-probes,verification/vendor/targets/esp32s31/probes/register-library/Cargo.toml,,,,False
open-esp-radio-verification-esp32s31-register-probes,verification/vendor/targets/esp32s31/probes/register-library/Cargo.toml,dependencies,,open-esp-radio-esp32s31-hal,open-esp-radio-esp32s31-hal,,,,,False
